date	close	volume	open	high	low
12/12/17	341.03	8715570	330.45	341.44	330.03
13/12/17	339.03	6217701	340.93	344.22	336.5
14/12/17	337.89	5792024	341.01	347.44	336.9
15/12/17	343.45	6921246	342.04	343.9	335.76
18/12/17	338.87	5466546	344.9	346.73	337.58
19/12/17	331.1	6820868	340.26	341.4925	330.3
20/12/17	328.98	5907378	332.69	333.1	325.04
21/12/17	331.66	4369994	329.59	333.74	327.21
22/12/17	325.2	4207602	329.51	330.9214	324.82
26/12/17	317.29	4368699	323.83	323.94	316.58
27/12/17	311.64	4705084	316	317.68	310.75
28/12/17	315.36	4306746	311.75	315.82	309.54
29/12/17	311.35	3769504	316.18	316.41	310
2/1/18	320.53	4345615	312	322.1099	311
3/1/18	317.25	4438520	321	325.25	315.55
4/1/18	314.62	9944593	312.87	318.55	305.68
5/1/18	316.58	4588728	316.62	317.24	312
8/1/18	336.41	9832610	316	337.0199	315.5
9/1/18	333.69	7134525	335.16	338.8	327.405
10/1/18	334.8	4303053	332.2	337	330
11/1/18	337.95	6640863	335.24	344.8099	333.26
12/1/18	336.22	4822509	338.63	340.41	333.67
16/1/18	340.06	6429234	337.54	345	334.8
17/1/18	347.16	7092554	340.47	349	339.75
18/1/18	344.57	5679629	345.67	352.3	343.74
19/1/18	350.02	4871181	345	350.5899	342.6
22/1/18	351.56	6199777	349.4	357.83	349.2
23/1/18	352.79	5447622	360	360.5	351
24/1/18	345.89	5277386	354.58	354.75	343.52
25/1/18	337.64	6725208	348.27	349.2	336.4
26/1/18	342.85	4535457	341.5	344	335.71
29/1/18	349.53	4738208	339.85	350.85	338.28
30/1/18	345.82	4710684	345.14	348.27	342.17
31/1/18	354.31	6199373	347.51	356.19	345.19
1/2/18	349.25	4187440	351	359.66	348.63
2/2/18	343.75	3696157	348.44	351.95	340.51
5/2/18	333.13	4441166	337.97	344.47	333
6/2/18	333.97	5080032	325.21	336.22	323.5
7/2/18	345	6729682	338.99	346	335.66
8/2/18	315.23	10296420	343.31	348.62	314.6
9/2/18	310.42	12924430	319.93	320.9845	294.76
12/2/18	315.73	6224479	316.13	318.08	306.25
13/2/18	323.66	4554631	315.02	324.19	312.5105
14/2/18	322.31	3948077	320.84	326.17	318.52
15/2/18	334.065	5909823	324.5	334.12	322.4
16/2/18	335.49	5640184	332.5	343.12	331.64
20/2/18	334.77	4005962	334.47	340.84	331.5
21/2/18	333.3	3207250	336.03	339.6929	333.17
22/2/18	346.17	6961880	335.53	347.44	334.7501
23/2/18	352.05	5814177	347.83	354.99	347.1
26/2/18	357.42	4334500	353.5	359	352.355
27/2/18	350.99	4785022	356.25	359.99	350.01
28/2/18	343.06	6066044	352.57	355.24	342.22
1/3/18	330.93	6872552	345.01	348.67	330.07
2/3/18	335.12	5088789	326.98	335.22	322.97
5/3/18	333.35	3820702	332.39	337.75	329.2929
6/3/18	328.2	4236483	333.75	336.37	327.03
7/3/18	332.3	5001940	325.44	332.5	321.74
8/3/18	329.1	3514367	332.86	333.3	326.274
9/3/18	327.17	5502779	324.1	328.49	322.37
12/3/18	345.51	8252919	328.61	347.21	326.5
13/3/18	341.84	5960636	344.92	345.12	336.2635
14/3/18	326.63	7952152	336.76	339.81	323.93
15/3/18	325.6	6554568	329.38	332.85	321.1
16/3/18	321.35	6113365	325.96	327.4	319.07
19/3/18	313.56	7467890	316.5	320.75	309.67
20/3/18	310.55	4761031	314.87	316.25	308.76
21/3/18	316.53	5954247	310.25	322.44	310.19
22/3/18	309.1	4924928	313.89	318.82	308.18
23/3/18	301.54	6639960	311.25	311.61	300.45
26/3/18	304.18	8364937	307.34	307.59	291.36
27/3/18	279.18	13787060	304	304.27	277.18
28/3/18	257.78	20962280	264.58	268.68	252.1
29/3/18	266.13	15014440	256.49	270.9599	248.21
2/4/18	252.48	16093290	256.26	260.3318	244.5901
3/4/18	267.53	18829650	269.82	273.35	254.49
4/4/18	286.94	19880180	252.78	288.37	252
5/4/18	305.72	19025860	289.34	306.26	288.2
6/4/18	299.3	13516530	301	309.28	295.5
9/4/18	289.66	10241410	300.37	309.5	289.21
10/4/18	304.7	11017010	298.97	307.1	293.68
11/4/18	300.93	7470204	300.74	308.98	299.66
12/4/18	294.08	7595525	302.32	303.95	293.68
13/4/18	300.34	7319225	303.6	303.9499	295.98
16/4/18	291.21	6289497	299	299.66	289.01
17/4/18	287.69	6931152	288.87	292.17	282.51
18/4/18	293.35	6531563	291.08	300.24	288.16
19/4/18	300.08	6083800	291.08	301.01	288.55
20/4/18	290.24	5622630	295.17	299.98	289.75
23/4/18	283.37	4880743	291.29	291.62	282.33
24/4/18	283.46	5678242	285	287.09	278.46
25/4/18	280.69	4000421	283.5	285.16	277.25
26/4/18	285.48	4348108	278.75	285.79	276.5
27/4/18	294.075	4346854	285.37	294.47	283.83
30/4/18	293.9	4224068	293.61	298.73	292.5
1/5/18	299.92	4614946	293.51	300.82	293.22
2/5/18	301.15	8346176	298.57	306.85	297.7844
3/5/18	284.45	17339090	278.79	288.04	275.23
4/5/18	294.09	8565506	283	296.86	279.52
7/5/18	302.77	8673090	297.5	305.9588	295.17
8/5/18	301.97	5927447	300.795	307.75	299
9/5/18	306.85	5712255	300.41	307.01	300.05
10/5/18	305.02	5642771	307.4997	312.99	304.1119
11/5/18	301.06	4665321	307.7	308.88	299.08
14/5/18	291.97	7265501	303.32	304.94	291.62
15/5/18	284.18	9509753	285.01	286.96	280.5
16/5/18	286.48	5669644	283.83	288.81	281.56
17/5/18	284.54	4418258	285.9	289.1873	283.97
18/5/18	276.82	7243699	284.65	284.65	274
21/5/18	284.49	9167844	281.33	291.49	281.3
22/5/18	275.01	8938501	287.762	288	273.422
23/5/18	279.07	5972237	277.76	279.9099	274
24/5/18	277.85	4170789	278.4	281.11	274.89
25/5/18	278.85	3872621	277.625	279.64	275.61
29/5/18	283.76	5657153	278.51	286.5	276.15
30/5/18	291.72	7473590	283.29	295.005	281.6
31/5/18	284.73	5912825	287.21	290.37	282.93
1/6/18	291.82	5417984	285.86	291.95	283.839
4/6/18	296.74	4793787	294.34	299	293.548
5/6/18	291.13	5877873	297.7	297.8	286.74
6/6/18	319.5	18742400	300.5	322.17	297.48
7/6/18	316.09	14336110	316.15	330	313.58
8/6/18	317.66	8192175	319	324.48	317.15
11/6/18	332.1	13166050	322.51	334.66	322.5
12/6/18	342.77	22256430	344.7	354.97	338
13/6/18	344.78	9401467	346.706	347.2	339.8
14/6/18	357.72	10961150	347.63	358.75	346.6
15/6/18	358.17	10827560	353.84	364.67	351.25
18/6/18	370.83	12025450	355.4	373.73	354.5
19/6/18	352.55	12734840	365.16	370	346.25
20/6/18	362.22	8370268	358.04	364.38	352
21/6/18	347.51	7949846	362	366.2139	346.27
22/6/18	333.63	10253770	351.54	352.25	332
25/6/18	333.01	6925089	330.12	338.47	327.5
26/6/18	342	7434749	336.054	343.55	325.799
27/6/18	344.5	8313817	345	350.79	339.5
28/6/18	349.93	8388172	348.66	357.02	346.11
29/6/18	342.95	6475903	353.33	353.86	342.41
2/7/18	335.07	18732710	360.07	364.78	329.85
3/7/18	310.86	12282640	331.75	332.49	309.69
5/7/18	309.16	17457570	313.76	314.39	296.22
6/7/18	308.9	8860198	304.955	312.07	302
9/7/18	318.51	7579541	311.99	318.52	308
10/7/18	322.47	9437557	324.56	327.6771	319.2
11/7/18	318.96	4878595	315.8	321.94	315.07
12/7/18	316.71	5711851	321.43	323.23	312.77
13/7/18	318.87	5866776	315.58	319.5849	309.25
16/7/18	310.1	7800454	311.71	315.16	306.25
17/7/18	322.69	6987782	308.81	324.74	308.5
18/7/18	323.85	5610085	325	325.5	316.25
19/7/18	320.23	5907116	316.33	323.54	314.01
20/7/18	313.58	5159831	321.23	323.24	311.7093
23/7/18	303.2	10974820	301.84	305.5	292.8601
24/7/18	297.43	9586186	304.4209	307.7171	292.5452
25/7/18	308.74	7031382	296.74	309.62	294.5025
26/7/18	306.65	4619567	304.85	310.7	303.6411
27/7/18	297.18	5694690	307.25	307.6933	295.3404
30/7/18	290.17	6799581	295.9	296.1	286.13
31/7/18	298.14	5055094	292.25	298.32	289.07
1/8/18	300.84	8768099	297.99	303	293
2/8/18	349.54	23159160	328.44	349.99	323.16
3/8/18	348.17	13646640	347.81	355	342.53
6/8/18	341.99	8536766	345.46	354.98	341.82
7/8/18	379.57	30596400	343.84	387.46	339.1501
8/8/18	370.34	24535420	369.09	382.64	367.12
9/8/18	352.45	16951800	365.55	367.01	345.73
10/8/18	355.49	11530510	354	360	346
13/8/18	356.41	10444920	361.13	363.19	349.02
14/8/18	347.64	6948511	358.45	359.1995	347.1
15/8/18	338.69	9073033	341.906	344.49	332.14
16/8/18	335.45	6045392	339.91	342.28	333.82
17/8/18	305.5	18895880	323.5	326.77	303.53
20/8/18	308.44	17380430	291.704	308.5	288.2
21/8/18	321.9	13147770	310.61	324.79	309
22/8/18	321.64	5935853	320.87	323.88	314.67
23/8/18	320.1	5138685	319.14	327.32	318.1
24/8/18	322.82	3592734	320.7	323.85	319.4
27/8/18	319.27	13062650	318	322.435	308.81
28/8/18	311.86	7639453	318.41	318.88	311.19
29/8/18	305.01	7410538	310.27	311.85	303.69
30/8/18	303.15	7210625	302.26	304.6	297.72
31/8/18	301.66	5367048	302	305.3082	298.6
4/9/18	288.95	8304571	296.94	298.19	288
5/9/18	280.74	7707342	285.05	286.78	277.18
6/9/18	280.95	7472756	284.8	291.17	278.88
7/9/18	263.24	22442310	260.1	268.35	252.2548
10/9/18	285.5	14232250	273.26	286.03	271
11/9/18	279.44	9161061	279.47	282	273.55
12/9/18	290.54	10002150	281.44	292.5	278.6463
13/9/18	289.46	6333281	288.02	295	285.18
14/9/18	295.2	6757652	288.76	297.3256	286.52
17/9/18	294.84	6866208	290.04	300.87	288.13
18/9/18	284.96	16494280	296.69	302.64	275.5
19/9/18	299.02	8264353	280.51	300	280.5
20/9/18	298.33	7332477	303.56	305.98	293.33
21/9/18	299.1	5038497	297.7	300.58	295.37
24/9/18	299.68	4834384	298.48	302.9993	293.58
25/9/18	300.99	4472287	300	304.6	296.5
26/9/18	309.58	7835863	301.91	313.89	301.1093
27/9/18	307.52	7337760	312.9	314.96	306.91
28/9/18	264.77	33597290	270.26	278	260.555
1/10/18	310.7	21714210	305.77	311.44	301.05
2/10/18	301.02	11699690	313.95	316.84	299.15
3/10/18	294.8	7982272	303.33	304.6	291.57
4/10/18	281.83	9638885	293.95	294	277.67
5/10/18	261.95	17900710	274.65	274.88	260
8/10/18	250.56	13371180	264.52	267.7599	249
9/10/18	262.8	12037780	255.25	266.77	253.3
10/10/18	256.88	12781560	264.61	265.51	247.77
11/10/18	252.23	8128184	257.53	262.25	249.03
12/10/18	258.78	7189257	261	261.99	252.01
13/10/18	259.59	6189026	259.06	263.28	254.5367
14/10/18	270.49	"4,787,699"	264.5	273.88	262.24
